lon,lat,Y,lambda_est,sigma_ou_sq_est,sigma_i_sq
-59.0000000000,46.2999992371,-0.0000002661,0.5276027176,0.1794546545,0.1701660824
-59.0000000000,46.4000015259,0.0000003683,0.5298822454,0.1781089753,0.1681646755
-59.0000000000,46.5000000000,-0.0000000321,0.5258076814,0.1729277521,0.1645401159
-59.0000000000,46.5999984741,0.0000000969,0.5225429550,0.1691626608,0.1619648373
-59.0000000000,46.7000007629,-0.0000002701,0.5201647148,0.1668073386,0.1604408823
-59.0000000000,46.7999992371,0.0000002692,0.5180096926,0.1643889844,0.1587736569
-59.0000000000,46.9000015259,0.0000002344,0.5162606222,0.1624713689,0.1574540203
-59.0000000000,47.0000000000,-0.0000001098,0.5154449760,0.1621129662,0.1573553558
-59.0000000000,47.0999984741,-0.0000001942,0.5160491647,0.1627500951,0.1577885559
-59.0000000000,47.2000007629,0.0000002969,0.5197751928,0.1620535105,0.1559880770
-59.0000000000,47.2999992371,0.0000000728,0.5242723679,0.1625880003,0.1551606233
-59.0000000000,47.4000015259,0.0000000326,0.5294962716,0.1643598676,0.1553039895
-59.0000000000,48.0999984741,-0.0000001607,0.5445856992,0.1730450690,0.1589777205
-59.0000000000,48.2000007629,-0.0000000469,0.5773161265,0.1860440969,0.1612284428
-59.0000000000,48.2999992371,0.0000000933,0.6094850872,0.2008614242,0.1648796053
-59.0000000000,48.4000015259,0.0000001706,0.6397897020,0.2173660398,0.1699730372
-59.0000000000,48.5000000000,0.0000004032,0.6564306909,0.2291535586,0.1746451285
-59.0000000000,48.5999984741,0.0000000500,0.6685143073,0.2398051769,0.1794568023
-59.0000000000,48.7000007629,-0.0000000830,0.6803395411,0.2516199350,0.1850223218
-59.0000000000,48.7999992371,0.0000001322,0.6836102388,0.2589493990,0.1894984205
-59.0000000000,48.9000015259,-0.0000001040,0.6754584782,0.2594906092,0.1921847969
-59.0000000000,49.0000000000,-0.0000000357,0.6673448015,0.2609611750,0.1956219958
-59.0000000000,49.0999984741,0.0000002701,0.6585127045,0.2621576488,0.1991528406
-59.0000000000,49.2000007629,-0.0000002389,0.6445127433,0.2568299770,0.1993435213
-59.0000000000,49.2999992371,0.0000003719,0.6310259049,0.2528991103,0.2004872649
-59.0000000000,49.4000015259,0.0000002616,0.6182115830,0.2503589392,0.2025864513
-59.0000000000,49.5000000000,0.0000002826,0.6105890991,0.2453869283,0.2010427688
-59.0000000000,49.5999984741,-0.0000001103,0.6041803686,0.2413088083,0.1997993124
-59.0000000000,49.7000007629,0.0000001161,0.5983910040,0.2386865765,0.1995403115
-59.0000000000,49.7999992371,-0.0000001674,0.5926042284,0.2330899686,0.1967657993
-59.0000000000,49.9000015259,-0.0000000625,0.5870015155,0.2261781693,0.1927555241
-59.0000000000,50.0000000000,0.0000001933,0.5820211114,0.2205182314,0.1895417806
-59.0000000000,50.0999984741,-0.0000000478,0.5763176279,0.2137413621,0.1855371199
-59.0000000000,50.2000007629,-0.0000000268,0.5691750351,0.2049476504,0.1801392127
-59.0000000000,50.2999992371,0.0000002389,0.5626913817,0.1976200938,0.1757025596
-59.0000000000,55.5000000000,-0.0000002192,0.1800430641,0.0176628139,0.0491516365
-59.0000000000,55.5999984741,-0.0000000665,0.1809076947,0.0182971042,0.0506702762
-59.0000000000,55.7000007629,-0.0000000071,0.1823161064,0.0191795714,0.0526997724
-59.0000000000,55.7999992371,0.0000001179,0.1843771805,0.0202827565,0.0551034350
-59.0000000000,55.9000015259,-0.0000001272,0.1877251389,0.0215994734,0.0576295178
-59.0000000000,56.0000000000,-0.0000000089,0.1918213955,0.0232710466,0.0607581099
-59.0000000000,56.0999984741,0.0000000580,0.1964270810,0.0250365920,0.0638299906
-59.0000000000,56.2000007629,0.0000000518,0.2014488927,0.0267742258,0.0665541398
-59.0000000000,56.2999992371,0.0000002000,0.2069528608,0.0288319103,0.0697581585
-59.0000000000,56.4000015259,0.0000000505,0.2087168953,0.0296435654,0.0711138136
-59.0000000000,56.5000000000,0.0000001920,0.2089836138,0.0299245156,0.0716953636
-59.0000000000,56.5999984741,-0.0000000241,0.2100329796,0.0305186938,0.0727521471
-59.0000000000,56.7000007629,0.0000000040,0.2072573475,0.0297511742,0.0718735089
-59.0000000000,56.7999992371,0.0000000156,0.2051285584,0.0292530470,0.0714041792
-59.0000000000,56.9000015259,-0.0000000924,0.2038612094,0.0290528331,0.0713564033
-59.0000000000,57.0000000000,0.0000000263,0.2012108574,0.0281715617,0.0701050734
-59.0000000000,57.0999984741,-0.0000001214,0.1993401486,0.0275911801,0.0693062794
-59.0000000000,57.2000007629,0.0000000473,0.1950672565,0.0263538044,0.0676505589
-59.0000000000,57.2999992371,-0.0000000674,0.1874128933,0.0242582951,0.0648188532
-59.0000000000,57.4000015259,0.0000001089,0.1808554735,0.0226220172,0.0626416990
-59.0000000000,57.5000000000,-0.0000000688,0.1749621917,0.0212053005,0.0606996652
-59.0000000000,57.5999984741,-0.0000002665,0.1701226010,0.0201190319,0.0592309790
-59.0000000000,57.7000007629,0.0000000250,0.1666610611,0.0194363445,0.0584109947
-59.0000000000,57.7999992371,0.0000001000,0.1659265316,0.0193433445,0.0583888834
-59.0000000000,57.9000015259,-0.0000001197,0.1660694557,0.0194950141,0.0587953634
-59.0000000000,58.0000000000,-0.0000001898,0.1667783643,0.0198236313,0.0595310640
-59.0000000000,58.0999984741,0.0000001014,0.1677345072,0.0202571433,0.0604845435
-59.0000000000,58.2000007629,-0.0000000589,0.1693424155,0.0208953395,0.0617955282
-59.0000000000,58.2999992371,0.0000000375,0.1691671189,0.0208639912,0.0617668043
-59.0000000000,58.4000015259,-0.0000000321,0.1687465745,0.0207058899,0.0614520303
-59.0000000000,58.5000000000,0.0000000299,0.1683771684,0.0205682069,0.0611777788
-59.0000000000,58.5999984741,0.0000001310,0.1642984176,0.0194091219,0.0591666734
-59.0000000000,58.7000007629,-0.0000001060,0.1610235923,0.0185160451,0.0575948205
-59.0000000000,58.7999992371,0.0000000183,0.1577293536,0.0177610647,0.0564023441
-59.0000000000,58.9000015259,-0.0000001625,0.1558797969,0.0175145697,0.0562797296
-59.0000000000,59.0000000000,-0.0000000299,0.1567346645,0.0179976169,0.0575142834
-59.0000000000,59.0999984741,-0.0000000473,0.1589019965,0.0188714694,0.0594808443
-59.0000000000,59.2000007629,0.0000000384,0.1622278606,0.0201116446,0.0620857914
-59.0000000000,59.2999992371,0.0000001873,0.1651297284,0.0212405212,0.0644146495
-59.0000000000,59.4000015259,0.0000000386,0.1665007632,0.0218522064,0.0657219407
-59.0000000000,59.5000000000,-0.0000000763,0.1690494651,0.0228379704,0.0676481889
-59.0000000000,59.5999984741,0.0000000616,0.1710247805,0.0233062319,0.0682370029
-59.0000000000,59.7000007629,-0.0000000105,0.1733338142,0.0238055587,0.0687696903
-59.0000000000,59.7999992371,0.0000000286,0.1755437993,0.0240796674,0.0686859241
-59.0000000000,59.9000015259,-0.0000000484,0.1773382209,0.0237333030,0.0670153633
-59.0000000000,60.0000000000,-0.0000000777,0.1811994679,0.0240354650,0.0664232217
-58.5000000000,20.1000003815,-0.0000010573,0.3191669387,0.0109175416,0.0172031837
-58.5000000000,20.2000007629,-0.0000016323,0.3224143918,0.0110525331,0.0172402601
-58.5000000000,20.2999992371,0.0000006501,0.3261071959,0.0112463674,0.0173433597
-58.5000000000,20.3999996185,0.0000009787,0.3302209265,0.0114998287,0.0175123257
-58.5000000000,20.5000000000,0.0000002465,0.3347232315,0.0118136900,0.0177469525
-58.5000000000,20.6000003815,0.0000004965,0.3391088474,0.0120881936,0.0179234712
-58.5000000000,20.7000007629,0.0000004572,0.3433890970,0.0123258848,0.0180474026
-58.5000000000,20.7999992371,-0.0000008965,0.3479139841,0.0126049910,0.0182150968
-58.5000000000,20.8999996185,0.0000003393,0.3526590970,0.0129259685,0.0184264357
-58.5000000000,21.0000000000,0.0000007894,0.3575977171,0.0132892840,0.0186813322
-58.5000000000,21.1000003815,0.0000009322,0.3617786622,0.0135383001,0.0188107498
-58.5000000000,21.2000007629,-0.0000001500,0.3660756620,0.0138063356,0.0189572160
-58.5000000000,21.2999992371,0.0000011751,0.3706082018,0.0141161475,0.0191445698
-58.5000000000,21.3999996185,-0.0000004143,0.3753547235,0.0144682508,0.0193727704
-58.5000000000,21.5000000000,-0.0000001143,0.3802445770,0.0148315951,0.0196027043
-58.5000000000,21.6000003815,-0.0000007394,0.3849575434,0.0151125789,0.0197288904
-58.5000000000,21.7000007629,0.0000006322,0.3895244758,0.0154195027,0.0198927264
-58.5000000000,21.7999992371,0.0000008144,0.3939121246,0.0157519653,0.0200942631
-58.5000000000,21.8999996185,0.0000010430,0.3980915852,0.0161097255,0.0203336925
-58.5000000000,22.0000000000,-0.0000002715,0.4008987967,0.0164239276,0.0205838824
-58.5000000000,22.1000003815,-0.0000006644,0.4025906026,0.0167130493,0.0208568795
-58.5000000000,22.2000007629,-0.0000002357,0.4040199517,0.0170292705,0.0211747891
-58.5000000000,22.2999992371,0.0000007572,0.4051856644,0.0173724685,0.0215376643
-58.5000000000,22.3999996185,-0.0000000500,0.4060883185,0.0177423861,0.0219454771
-58.5000000000,22.5000000000,0.0000009037,0.4089891067,0.0181954913,0.0223444693
-58.5000000000,22.6000003815,-0.0000000286,0.4118711461,0.0186832715,0.0227809667
-58.5000000000,22.7000007629,0.0000009108,0.4145811206,0.0192020014,0.0232583162
-58.5000000000,22.7999992371,-0.0000001357,0.4171116617,0.0197515823,0.0237766124
-58.5000000000,22.8999996185,-0.0000006715,0.4217211387,0.0203606822,0.0242399829
-58.5000000000,23.0000000000,0.0000002000,0.4311074059,0.0210703760,0.0245375018
-58.5000000000,23.1000003815,-0.0000008179,0.4406614318,0.0218258630,0.0248648892
-58.5000000000,23.2000007629,-0.0000001107,0.4503505691,0.0226274617,0.0252220530
-58.5000000000,23.2999992371,0.0000008179,0.4601403404,0.0234753937,0.0256089498
-58.5000000000,23.3999996185,-0.0000003215,0.4744716216,0.0245097838,0.0259285035
-58.5000000000,23.5000000000,0.0000002357,0.4906706025,0.0256540161,0.0262417904
-58.5000000000,23.6000003815,-0.0000001857,0.5069764475,0.0268555842,0.0265860275
-58.5000000000,23.7000007629,0.0000019931,0.5232895474,0.0281129293,0.0269617341
-58.5000000000,23.7999992371,0.0000002929,0.5399117116,0.0294225030,0.0273475132
-58.5000000000,23.8999996185,0.0000005858,0.5587243025,0.0307735149,0.0276390875
-58.5000000000,24.0000000000,0.0000001500,0.5770442595,0.0321707577,0.0279754681
-58.5000000000,24.1000003815,0.0000001214,0.5946611989,0.0336086005,0.0283586123
-58.5000000000,24.2000007629,-0.0000008751,0.6113675686,0.0350809954,0.0287905924
-58.5000000000,24.2999992371,0.0000008037,0.6236333334,0.0362717398,0.0291809822
-58.5000000000,24.3999996185,0.0000012323,0.6323621554,0.0372487940,0.0295521056
-58.5000000000,24.5000000000,-0.0000019574,0.6399955909,0.0382364690,0.0299724472
-58.5000000000,24.6000003815,-0.0000001393,0.6464838475,0.0392323881,0.0304428990
-58.5000000000,24.7000007629,-0.0000004572,0.6516588414,0.0402164795,0.0309570044
-58.5000000000,24.7999992371,-0.0000005286,0.6501055366,0.0404830538,0.0312357553
-58.5000000000,24.8999996185,0.0000005072,0.6476541268,0.0407776609,0.0315810477
-58.5000000000,25.0000000000,-0.0000002607,0.6443622742,0.0411008112,0.0319926269
-58.5000000000,25.1000003815,-0.0000003500,0.6403015107,0.0414533429,0.0324701742
-58.5000000000,25.2000007629,-0.0000003893,0.6347665656,0.0416770466,0.0329286403
-58.5000000000,25.2999992371,-0.0000000893,0.6277488332,0.0417801663,0.0333777730
-58.5000000000,25.3999996185,-0.0000003715,0.6201550369,0.0419345722,0.0339097489
-58.5000000000,25.5000000000,-0.0000010144,0.6121043948,0.0421420150,0.0345238788
-58.5000000000,25.6000003815,-0.0000011251,0.6037130074,0.0424041934,0.0352194963
-58.5000000000,25.7000007629,0.0000006072,0.6000886809,0.0427223332,0.0356966831
-58.5000000000,25.7999992371,0.0000014252,0.5959245232,0.0431277230,0.0362855582
-58.5000000000,25.8999996185,-0.0000002250,0.5911648836,0.0436218604,0.0369948340
-58.5000000000,26.0000000000,0.0000013501,0.5859107522,0.0442057587,0.0378239695
-58.5000000000,26.1000003815,-0.0000002822,0.5841689293,0.0450296886,0.0386416669
-58.5000000000,26.2000007629,-0.0000003929,0.5863581031,0.0461215414,0.0394288173
-58.5000000000,26.2999992371,0.0000005286,0.5880704336,0.0473172888,0.0403309707
-58.5000000000,26.3999996185,0.0000002036,0.5893163231,0.0486165322,0.0413482485
-58.5000000000,26.5000000000,0.0000016609,0.5901143196,0.0500189364,0.0424807174
-58.5000000000,26.6000003815,0.0000004536,0.5940813435,0.0512309372,0.0432177799
-58.5000000000,26.7000007629,0.0000012216,0.5977067506,0.0525376238,0.0440493311
-58.5000000000,26.7999992371,0.0000001036,0.6009354408,0.0539417490,0.0449814842
-58.5000000000,26.8999996185,-0.0000008787,0.6037614671,0.0554427244,0.0460144276
-58.5000000000,27.0000000000,-0.0000008108,0.6061319817,0.0566118024,0.0467992372
-58.5000000000,27.1000003815,-0.0000018395,0.6082713684,0.0575073250,0.0473711095
-58.5000000000,27.2000007629,0.0000016823,0.6102865653,0.0585273653,0.0480507240
-58.5000000000,27.2999992371,0.0000007929,0.6121673926,0.0596717559,0.0488381038
-58.5000000000,27.3999996185,-0.0000003143,0.6135204991,0.0608474240,0.0496887457
-58.5000000000,27.5000000000,-0.0000009072,0.6099273786,0.0609855913,0.0500941414
-58.5000000000,27.6000003815,0.0000004000,0.6062306009,0.0612431578,0.0506114372
-58.5000000000,27.7000007629,0.0000014609,0.6024610306,0.0616203025,0.0512404882
-58.5000000000,27.7999992371,0.0000009465,0.5986488244,0.0621172525,0.0519812115
-58.5000000000,27.8999996185,0.0000015002,0.5940250418,0.0621875264,0.0524441959
-58.5000000000,28.0000000000,-0.0000003572,0.5889036016,0.0620556995,0.0527874852
-58.5000000000,28.1000003815,-0.0000002750,0.5837419685,0.0620201193,0.0532228887
-58.5000000000,28.2000007629,-0.0000000071,0.5785725205,0.0620812029,0.0537503210
-58.5000000000,28.2999992371,-0.0000012751,0.5742739096,0.0621937215,0.0542498756
-58.5000000000,28.3999996185,0.0000002965,0.5727814841,0.0622582249,0.0544472744
-58.5000000000,28.5000000000,0.0000003715,0.5712505229,0.0624296367,0.0547429580
-58.5000000000,28.6000003815,-0.0000006644,0.5696899656,0.0627078712,0.0551368402
-58.5000000000,28.7000007629,0.0000007429,0.5681094325,0.0630930290,0.0556289398
-58.5000000000,28.7999992371,-0.0000006001,0.5722544591,0.0639417991,0.0559683275
-58.5000000000,28.8999996185,0.0000002286,0.5775651449,0.0649929270,0.0563645856
-58.5000000000,29.0000000000,0.0000002143,0.5829029277,0.0661794767,0.0568671507
-58.5000000000,29.1000003815,0.0000004465,0.5882382742,0.0675015748,0.0574760479
-58.5000000000,29.2000007629,-0.0000001357,0.5943505098,0.0688217580,0.0579966089
-58.5000000000,29.2999992371,0.0000006715,0.6013516523,0.0701033697,0.0583881658
-58.5000000000,29.3999996185,0.0000007679,0.6082633329,0.0715017766,0.0588753467
-58.5000000000,29.5000000000,0.0000000107,0.6150473635,0.0730163604,0.0594583232
-58.5000000000,29.6000003815,-0.0000004143,0.6215720750,0.0745599493,0.0600769136
-58.5000000000,29.7000007629,0.0000007144,0.6270862265,0.0754796192,0.0602828074
-58.5000000000,29.7999992371,0.0000006608,0.6323847218,0.0765253603,0.0606053836
-58.5000000000,29.8999996185,-0.0000006072,0.6374312311,0.0776964501,0.0610449665
-58.5000000000,30.0000000000,0.0000002822,0.6421933405,0.0789921582,0.0616018509
-58.5000000000,30.1000003815,-0.0000002857,0.6468034737,0.0796631575,0.0616821967
-58.5000000000,30.2000007629,0.0000000500,0.6514045875,0.0803031400,0.0617384514
-58.5000000000,30.2999992371,0.0000014287,0.6559472363,0.0811511427,0.0619579805
-58.5000000000,30.3999996185,-0.0000011751,0.6603938548,0.0822069868,0.0623408781
-58.5000000000,30.5000000000,-0.0000001643,0.6666103846,0.0832766294,0.0625627454
-58.5000000000,30.6000003815,0.0000020145,0.6753481529,0.0843846723,0.0625749412
-58.5000000000,30.7000007629,-0.0000006894,0.6842976410,0.0857998729,0.0627919251
-58.5000000000,30.7999992371,-0.0000001322,0.6933755600,0.0875228345,0.0632135849
-58.5000000000,30.8999996185,-0.0000005751,0.7029876836,0.0894307271,0.0637076059
-58.5000000000,31.0000000000,0.0000010001,0.7154050686,0.0908953622,0.0636272003
-58.5000000000,31.1000003815,0.0000001929,0.7275546046,0.0926173925,0.0637497879
-58.5000000000,31.2000007629,0.0000010430,0.7392848945,0.0945938453,0.0640765847
-58.5000000000,31.2999992371,-0.0000016180,0.7504479696,0.0968212038,0.0646089385
-58.5000000000,31.3999996185,0.0000007751,0.7566962775,0.0973593220,0.0644318362
-58.5000000000,31.5000000000,0.0000001714,0.7614491903,0.0976827219,0.0642426396
-58.5000000000,31.6000003815,-0.0000011394,0.7653073266,0.0980831012,0.0641808586
-58.5000000000,31.7000007629,0.0000005501,0.7682248583,0.0985588133,0.0642471128
-58.5000000000,31.7999992371,0.0000009072,0.7668940129,0.0976410136,0.0637600442
-58.5000000000,31.8999996185,-0.0000016359,0.7626651813,0.0958924443,0.0629666724
-58.5000000000,32.0000000000,-0.0000006929,0.7577848753,0.0943005010,0.0623211555
-58.5000000000,32.0999984741,-0.0000004751,0.7522839959,0.0928663835,0.0618229557
-58.5000000000,32.2000007629,0.0000001536,0.7449607319,0.0910573751,0.0612155536
-58.5000000000,32.2999992371,0.0000010751,0.7348465143,0.0885264724,0.0603346686
-58.5000000000,32.4000015259,0.0000003679,0.7242323146,0.0862594843,0.0596523581
-58.5000000000,32.5000000000,-0.0000000214,0.7132369380,0.0842584819,0.0591676656
-58.5000000000,32.5999984741,-0.0000014252,0.7018319455,0.0824297592,0.0588247130
-58.5000000000,32.7000007629,0.0000000714,0.6892664552,0.0802462846,0.0583113666
-58.5000000000,32.7999992371,0.0000008465,0.6766046320,0.0782973468,0.0579604869
-58.5000000000,32.9000015259,-0.0000006072,0.6639667482,0.0765840858,0.0577716274
-58.5000000000,33.0000000000,-0.0000007072,0.6514678885,0.0751071349,0.0577445411
-58.5000000000,33.0999984741,0.0000003429,0.6454668806,0.0741668269,0.0575520778
-58.5000000000,33.2000007629,0.0000000250,0.6398735063,0.0734026656,0.0574571689
-58.5000000000,33.2999992371,0.0000003715,0.6342705684,0.0727908313,0.0574815300
-58.5000000000,33.4000015259,0.0000004786,0.6286942292,0.0723313838,0.0576250897
-58.5000000000,33.5000000000,-0.0000000714,0.6299807111,0.0724271163,0.0575835984
-58.5000000000,33.5999984741,-0.0000001929,0.6335517081,0.0727941692,0.0575492723
-58.5000000000,33.7000007629,0.0000009572,0.6371240156,0.0732967034,0.0576215355
-58.5000000000,33.7999992371,-0.0000005822,0.6406777901,0.0739347562,0.0578004208
-58.5000000000,33.9000015259,0.0000003536,0.6486249627,0.0749538913,0.0578790678
-58.5000000000,34.0000000000,0.0000004358,0.6597221420,0.0762865022,0.0579171455
-58.5000000000,34.0999984741,-0.0000006108,0.6708229378,0.0777610689,0.0580594589
-58.5000000000,34.2000007629,0.0000010287,0.6818550625,0.0793767720,0.0583064843
-58.5000000000,34.2999992371,0.0000008537,0.6938422277,0.0810417756,0.0585007231
-58.5000000000,34.4000015259,0.0000001143,0.7070499524,0.0827272534,0.0586017036
-58.5000000000,34.5000000000,0.0000003572,0.7200384754,0.0845419317,0.0588065377
-58.5000000000,34.5999984741,-0.0000001000,0.7327059253,0.0864831805,0.0591162967
-58.5000000000,34.7000007629,0.0000013644,0.7449608357,0.0882539228,0.0593339345
-58.5000000000,34.7999992371,-0.0000006322,0.7567296473,0.0895256251,0.0592529785
-58.5000000000,34.9000015259,-0.0000001893,0.7678795196,0.0909116641,0.0592965678
-58.5000000000,35.0000000000,-0.0000005679,0.7782908945,0.0924083963,0.0594662324
-58.5000000000,35.0999984741,0.0000003572,0.7872569070,0.0937258899,0.0596268769
-58.5000000000,35.2000007629,0.0000004643,0.7932703592,0.0941392630,0.0594361784
-58.5000000000,35.2999992371,-0.0000007322,0.7984238192,0.0946617350,0.0593803801
-58.5000000000,35.4000015259,-0.0000011358,0.8026545337,0.0952914879,0.0594602128
-58.5000000000,35.5000000000,0.0000000714,0.8054393241,0.0958278850,0.0595879602
-58.5000000000,35.5999984741,-0.0000005465,0.8045406821,0.0952723622,0.0593091639
-58.5000000000,35.7000007629,0.0000006894,0.8030999712,0.0948873833,0.0591756983
-58.5000000000,35.7999992371,-0.0000006894,0.8011281429,0.0946731567,0.0591873992
-58.5000000000,35.9000015259,-0.0000008787,0.7985925737,0.0945425853,0.0592932535
-58.5000000000,36.0000000000,0.0000010108,0.7949619985,0.0935844406,0.0589609524
-58.5000000000,36.0999984741,0.0000000500,0.7908799437,0.0928644091,0.0588095487
-58.5000000000,36.2000007629,-0.0000002322,0.7863902804,0.0923831686,0.0588387528
-58.5000000000,36.2999992371,0.0000003929,0.7815263300,0.0921199545,0.0590359251
-58.5000000000,36.4000015259,0.0000002715,0.7757873949,0.0915363356,0.0590957611
-58.5000000000,36.5000000000,0.0000002857,0.7695514462,0.0911620334,0.0593306296
-58.5000000000,36.5999984741,0.0000001929,0.7628977863,0.0909984261,0.0597399857
-58.5000000000,36.7000007629,0.0000001536,0.7558690426,0.0910271183,0.0603135510
-58.5000000000,36.7999992371,0.0000012859,0.7465554325,0.0902183875,0.0605231003
-58.5000000000,36.9000015259,0.0000002393,0.7372758216,0.0896262378,0.0608820270
-58.5000000000,37.0000000000,-0.0000003536,0.7281027383,0.0892511383,0.0613902092
-58.5000000000,37.0999984741,0.0000009287,0.7190842441,0.0890757963,0.0620369685
-58.5000000000,37.2000007629,-0.0000002929,0.7094739875,0.0882898718,0.0623220641
-58.5000000000,37.2999992371,-0.0000016002,0.7002443633,0.0877893046,0.0627847635
-58.5000000000,37.4000015259,0.0000006394,0.6914515988,0.0875729546,0.0634254408
-58.5000000000,37.5000000000,0.0000007894,0.6832400632,0.0876330510,0.0642304980
-58.5000000000,37.5999984741,0.0000008179,0.6776887164,0.0878697187,0.0649304425
-58.5000000000,37.7000007629,-0.0000010537,0.6725142833,0.0884720758,0.0658770979
-58.5000000000,37.7999992371,-0.0000007036,0.6677485025,0.0894392878,0.0670707887
-58.5000000000,37.9000015259,0.0000003858,0.6634325564,0.0907749608,0.0685131039
-58.5000000000,38.0000000000,-0.0000015144,0.6595730535,0.0925293416,0.0702433610
-58.5000000000,38.0999984741,-0.0000004751,0.6558176801,0.0946612433,0.0722703959
-58.5000000000,38.2000007629,0.0000014216,0.6522022967,0.0971706286,0.0745942398
-58.5000000000,38.2999992371,0.0000004465,0.6483299352,0.0999830663,0.0772081674
-58.5000000000,38.4000015259,0.0000003893,0.6422682261,0.1027831435,0.0801157468
-58.5000000000,38.5000000000,-0.0000006858,0.6364813610,0.1060133874,0.0833808264
-58.5000000000,38.5999984741,-0.0000000857,0.6310087184,0.1096735597,0.0870033632
-58.5000000000,38.7000007629,0.0000000929,0.6260405571,0.1136893108,0.0909002761
-58.5000000000,38.7999992371,0.0000000857,0.6219486391,0.1180201396,0.0949793294
-58.5000000000,38.9000015259,0.0000000679,0.6182088522,0.1229831353,0.0995673037
-58.5000000000,39.0000000000,-0.0000006751,0.6148251084,0.1285775900,0.1046643617
-58.5000000000,39.0999984741,0.0000004108,0.6124781550,0.1346615404,0.1100317088
-58.5000000000,39.2000007629,-0.0000009322,0.6114362785,0.1413279176,0.1156704384
-58.5000000000,39.2999992371,0.0000007715,0.6102543523,0.1489559263,0.1221441327
-58.5000000000,39.4000015259,-0.0000001500,0.6089774841,0.1575458497,0.1294527707
-58.5000000000,39.5000000000,0.0000008358,0.6082453900,0.1662125587,0.1367328142
-58.5000000000,39.5999984741,-0.0000004250,0.6080200792,0.1749151051,0.1439399085
-58.5000000000,39.7000007629,0.0000004411,0.6076146316,0.1846662313,0.1520599938
-58.5000000000,39.7999992371,-0.0000005447,0.6070634719,0.1954660714,0.1610931090
-58.5000000000,39.9000015259,0.0000002500,0.6054083913,0.2040035427,0.1685842377
-58.5000000000,40.0000000000,-0.0000000750,0.6028680337,0.2113946378,0.1754241390
-58.5000000000,40.0999984741,-0.0000000286,0.6000701898,0.2196093351,0.1830863729
-58.5000000000,40.2000007629,0.0000009215,0.5970885131,0.2286493331,0.1915702160
-58.5000000000,40.2999992371,0.0000000036,0.5923963187,0.2334928960,0.1971749046
-58.5000000000,40.4000015259,-0.0000003643,0.5869369613,0.2378519773,0.2027213998
-58.5000000000,40.5000000000,0.0000002268,0.5812096301,0.2430383265,0.2091797484
-58.5000000000,40.5999984741,0.0000005858,0.5753291200,0.2490574569,0.2165478106
-58.5000000000,40.7000007629,0.0000004751,0.5626174521,0.2467895597,0.2194227021
-58.5000000000,40.7999992371,-0.0000002643,0.5494965324,0.2455529869,0.2235345190
-58.5000000000,40.9000015259,0.0000000232,0.5363745602,0.2455007434,0.2289519643
-58.5000000000,41.0000000000,-0.0000004715,0.5229596610,0.2454609424,0.2347843941
-58.5000000000,41.0999984741,0.0000001286,0.5077708843,0.2423522919,0.2387433522
-58.5000000000,41.2000007629,0.0000008840,0.4933310753,0.2412163466,0.2445771460
-58.5000000000,41.2999992371,0.0000003483,0.4798966894,0.2420490235,0.2522886782
-58.5000000000,41.4000015259,-0.0000002250,0.4659155256,0.2397101820,0.2573463985
-58.5000000000,41.5000000000,-0.0000011108,0.4506579646,0.2325866371,0.2581522873
-58.5000000000,41.5999984741,0.0000001554,0.4363766322,0.2272122055,0.2604395653
-58.5000000000,41.7000007629,0.0000002697,0.4232160038,0.2235581577,0.2642182702
-58.5000000000,41.7999992371,0.0000004465,0.4107382204,0.2163219601,0.2634331272
-58.5000000000,41.9000015259,0.0000004125,0.3989113376,0.2086883932,0.2616724016
-58.5000000000,42.0000000000,-0.0000005501,0.3880442113,0.2029804736,0.2616429734
-58.5000000000,42.0999984741,-0.0000001322,0.3782533422,0.1991562694,0.2633577789
-58.5000000000,42.2000007629,0.0000002857,0.3708168906,0.1913297474,0.2580841322
-58.5000000000,42.2999992371,0.0000003509,0.3631865076,0.1848277599,0.2545529546
-58.5000000000,42.4000015259,-0.0000009224,0.3555002345,0.1798083335,0.2529948170
-58.5000000000,42.5000000000,-0.0000003965,0.3483876435,0.1751337945,0.2514490329
-58.5000000000,42.5999984741,-0.0000002223,0.3423665179,0.1689993739,0.2469106037
-58.5000000000,42.7000007629,-0.0000005331,0.3362290775,0.1644443423,0.2446421192
-58.5000000000,42.7999992371,0.0000001018,0.3301506126,0.1614718735,0.2446427441
-58.5000000000,42.9000015259,0.0000001875,0.3267479969,0.1587762535,0.2430643869
-58.5000000000,43.0000000000,-0.0000005545,0.3252078894,0.1567292511,0.2410677875
-58.5000000000,43.0999984741,-0.0000004777,0.3238980639,0.1561909318,0.2412112464
-58.5000000000,43.2000007629,-0.0000002054,0.3228478244,0.1571593881,0.2434954578
-58.5000000000,43.2999992371,0.0000000607,0.3248520445,0.1571110636,0.2419194164
-58.5000000000,43.4000015259,-0.0000003411,0.3276744962,0.1584889144,0.2419389533
-58.5000000000,43.5000000000,-0.0000007336,0.3311175318,0.1614590138,0.2439092193
-58.5000000000,43.5999984741,0.0000000938,0.3347214607,0.1637300849,0.2446766168
-58.5000000000,43.7000007629,0.0000005983,0.3384650848,0.1627995372,0.2405967964
-58.5000000000,43.7999992371,-0.0000000634,0.3435112332,0.1640098244,0.2388255620
-58.5000000000,43.9000015259,-0.0000003675,0.3498318515,0.1673958898,0.2393519278
-58.5000000000,44.0000000000,-0.0000000929,0.3575236299,0.1684730202,0.2357110283
